time, name, value, enum, units
"2019-03-26 16:41:37.027","EngineRPM","250","","RPM"
"2019-03-26 16:41:37.027","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:41:37.027","HighPressure","625.000000","","psi"
"2019-03-26 16:41:37.027","LowPressure","31.000000","","psi"
"2019-03-26 16:41:37.328","FlowRate","2.500000","","BPM"
"2019-03-26 16:41:37.328","TotalBarrels","1","","bbl"
"2019-03-26 16:41:39.027","EngineRPM","250","","RPM"
"2019-03-26 16:41:39.027","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:41:39.027","HighPressure","625.000000","","psi"
"2019-03-26 16:41:39.027","LowPressure","31.000000","","psi"
"2019-03-26 16:41:39.428","FlowRate","2.500000","","BPM"
"2019-03-26 16:41:39.428","TotalBarrels","1","","bbl"
"2019-03-26 16:41:41.127","EngineRPM","250","","RPM"
"2019-03-26 16:41:41.127","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:41:41.127","HighPressure","625.000000","","psi"
"2019-03-26 16:41:41.127","LowPressure","31.000000","","psi"
"2019-03-26 16:41:41.528","FlowRate","2.500000","","BPM"
"2019-03-26 16:41:41.528","TotalBarrels","1","","bbl"
"2019-03-26 16:41:43.227","EngineRPM","250","","RPM"
"2019-03-26 16:41:43.227","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:41:43.227","HighPressure","625.000000","","psi"
"2019-03-26 16:41:43.227","LowPressure","31.000000","","psi"
"2019-03-26 16:41:43.628","FlowRate","2.500000","","BPM"
"2019-03-26 16:41:43.628","TotalBarrels","1","","bbl"
"2019-03-26 16:41:45.227","EngineRPM","250","","RPM"
"2019-03-26 16:41:45.227","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:41:45.227","HighPressure","625.000000","","psi"
"2019-03-26 16:41:45.227","LowPressure","31.000000","","psi"
"2019-03-26 16:41:45.628","FlowRate","2.500000","","BPM"
"2019-03-26 16:41:45.628","TotalBarrels","1","","bbl"
"2019-03-26 16:41:47.327","EngineRPM","250","","RPM"
"2019-03-26 16:41:47.327","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:41:47.327","HighPressure","625.000000","","psi"
"2019-03-26 16:41:47.327","LowPressure","31.000000","","psi"
"2019-03-26 16:41:47.727","FlowRate","2.500000","","BPM"
"2019-03-26 16:41:47.727","TotalBarrels","1","","bbl"
"2019-03-26 16:41:49.327","EngineRPM","250","","RPM"
"2019-03-26 16:41:49.327","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:41:49.327","HighPressure","625.000000","","psi"
"2019-03-26 16:41:49.327","LowPressure","31.000000","","psi"
"2019-03-26 16:41:49.727","FlowRate","2.500000","","BPM"
"2019-03-26 16:41:49.727","TotalBarrels","1","","bbl"
"2019-03-26 16:41:51.427","EngineRPM","250","","RPM"
"2019-03-26 16:41:51.427","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:41:51.427","HighPressure","625.000000","","psi"
"2019-03-26 16:41:51.427","LowPressure","31.000000","","psi"
"2019-03-26 16:41:51.827","FlowRate","2.500000","","BPM"
"2019-03-26 16:41:51.827","TotalBarrels","2","","bbl"
"2019-03-26 16:41:53.527","EngineRPM","250","","RPM"
"2019-03-26 16:41:53.527","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:41:53.527","HighPressure","625.000000","","psi"
"2019-03-26 16:41:53.527","LowPressure","31.000000","","psi"
"2019-03-26 16:41:53.927","FlowRate","2.500000","","BPM"
"2019-03-26 16:41:53.927","TotalBarrels","2","","bbl"
"2019-03-26 16:41:55.627","EngineRPM","250","","RPM"
"2019-03-26 16:41:55.627","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:41:55.627","HighPressure","625.000000","","psi"
"2019-03-26 16:41:55.627","LowPressure","31.000000","","psi"
"2019-03-26 16:41:56.027","FlowRate","2.500000","","BPM"
"2019-03-26 16:41:56.027","TotalBarrels","2","","bbl"
"2019-03-26 16:41:57.727","EngineRPM","250","","RPM"
"2019-03-26 16:41:57.727","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:41:57.727","HighPressure","625.000000","","psi"
"2019-03-26 16:41:57.727","LowPressure","31.000000","","psi"
"2019-03-26 16:41:58.127","FlowRate","2.500000","","BPM"
"2019-03-26 16:41:58.127","TotalBarrels","2","","bbl"
"2019-03-26 16:41:59.827","EngineRPM","250","","RPM"
"2019-03-26 16:41:59.827","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:41:59.827","HighPressure","625.000000","","psi"
"2019-03-26 16:41:59.827","LowPressure","31.000000","","psi"
"2019-03-26 16:42:00.227","FlowRate","2.500000","","BPM"
"2019-03-26 16:42:00.227","TotalBarrels","2","","bbl"
"2019-03-26 16:42:01.927","EngineRPM","250","","RPM"
"2019-03-26 16:42:01.927","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:42:01.927","HighPressure","625.000000","","psi"
"2019-03-26 16:42:01.927","LowPressure","31.000000","","psi"
"2019-03-26 16:42:02.228","FlowRate","2.500000","","BPM"
"2019-03-26 16:42:02.228","TotalBarrels","2","","bbl"
"2019-03-26 16:42:03.927","EngineRPM","250","","RPM"
"2019-03-26 16:42:03.927","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:42:03.927","HighPressure","625.000000","","psi"
"2019-03-26 16:42:03.927","LowPressure","31.000000","","psi"
"2019-03-26 16:42:04.327","FlowRate","2.500000","","BPM"
"2019-03-26 16:42:04.327","TotalBarrels","2","","bbl"
"2019-03-26 16:42:06.027","EngineRPM","250","","RPM"
"2019-03-26 16:42:06.027","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:42:06.027","HighPressure","625.000000","","psi"
"2019-03-26 16:42:06.027","LowPressure","31.000000","","psi"
"2019-03-26 16:42:06.327","FlowRate","2.500000","","BPM"
"2019-03-26 16:42:06.327","TotalBarrels","2","","bbl"
"2019-03-26 16:42:08.027","EngineRPM","250","","RPM"
"2019-03-26 16:42:08.027","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:42:08.027","HighPressure","625.000000","","psi"
"2019-03-26 16:42:08.027","LowPressure","31.000000","","psi"
"2019-03-26 16:42:08.427","FlowRate","2.500000","","BPM"
"2019-03-26 16:42:08.427","TotalBarrels","2","","bbl"
"2019-03-26 16:42:10.127","EngineRPM","250","","RPM"
"2019-03-26 16:42:10.127","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:42:10.127","HighPressure","625.000000","","psi"
"2019-03-26 16:42:10.127","LowPressure","31.000000","","psi"
"2019-03-26 16:42:10.527","FlowRate","2.500000","","BPM"
"2019-03-26 16:42:10.527","TotalBarrels","2","","bbl"
"2019-03-26 16:42:12.227","EngineRPM","250","","RPM"
"2019-03-26 16:42:12.227","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:42:12.227","HighPressure","625.000000","","psi"
"2019-03-26 16:42:12.227","LowPressure","31.000000","","psi"
"2019-03-26 16:42:12.627","FlowRate","2.500000","","BPM"
"2019-03-26 16:42:12.627","TotalBarrels","2","","bbl"
"2019-03-26 16:42:14.227","EngineRPM","250","","RPM"
"2019-03-26 16:42:14.227","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:42:14.227","HighPressure","625.000000","","psi"
"2019-03-26 16:42:14.227","LowPressure","31.000000","","psi"
"2019-03-26 16:42:14.627","FlowRate","2.500000","","BPM"
"2019-03-26 16:42:14.627","TotalBarrels","3","","bbl"
"2019-03-26 16:42:16.327","EngineRPM","250","","RPM"
"2019-03-26 16:42:16.327","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:42:16.327","HighPressure","625.000000","","psi"
"2019-03-26 16:42:16.327","LowPressure","31.000000","","psi"
"2019-03-26 16:42:16.727","FlowRate","2.500000","","BPM"
"2019-03-26 16:42:16.727","TotalBarrels","3","","bbl"
"2019-03-26 16:42:18.427","EngineRPM","250","","RPM"
"2019-03-26 16:42:18.427","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:42:18.427","HighPressure","625.000000","","psi"
"2019-03-26 16:42:18.427","LowPressure","31.000000","","psi"
"2019-03-26 16:42:18.827","FlowRate","2.500000","","BPM"
"2019-03-26 16:42:18.827","TotalBarrels","3","","bbl"
"2019-03-26 16:42:20.427","EngineRPM","250","","RPM"
"2019-03-26 16:42:20.427","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:42:20.427","HighPressure","625.000000","","psi"
"2019-03-26 16:42:20.427","LowPressure","31.000000","","psi"
"2019-03-26 16:42:20.927","FlowRate","2.500000","","BPM"
"2019-03-26 16:42:20.927","TotalBarrels","3","","bbl"
"2019-03-26 16:42:22.527","EngineRPM","250","","RPM"
"2019-03-26 16:42:22.527","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:42:22.527","HighPressure","625.000000","","psi"
"2019-03-26 16:42:22.527","LowPressure","31.000000","","psi"
"2019-03-26 16:42:23.027","FlowRate","2.500000","","BPM"
"2019-03-26 16:42:23.027","TotalBarrels","3","","bbl"
"2019-03-26 16:42:24.527","EngineRPM","250","","RPM"
"2019-03-26 16:42:24.527","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:42:24.527","HighPressure","625.000000","","psi"
"2019-03-26 16:42:24.527","LowPressure","31.000000","","psi"
"2019-03-26 16:42:25.127","FlowRate","2.500000","","BPM"
"2019-03-26 16:42:25.127","TotalBarrels","3","","bbl"
"2019-03-26 16:42:26.626","EngineRPM","250","","RPM"
"2019-03-26 16:42:26.626","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:42:26.626","HighPressure","625.000000","","psi"
"2019-03-26 16:42:26.626","LowPressure","31.000000","","psi"
"2019-03-26 16:42:27.127","FlowRate","2.500000","","BPM"
"2019-03-26 16:42:27.127","TotalBarrels","3","","bbl"
"2019-03-26 16:42:28.627","EngineRPM","250","","RPM"
"2019-03-26 16:42:28.627","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:42:28.627","HighPressure","625.000000","","psi"
"2019-03-26 16:42:28.627","LowPressure","31.000000","","psi"
"2019-03-26 16:42:29.227","FlowRate","2.500000","","BPM"
