time, name, value, enum, units
"2019-03-26 16:44:33.488","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:44:33.488","HighPressure","625.000000","","psi"
"2019-03-26 16:44:33.488","LowPressure","31.000000","","psi"
"2019-03-26 16:44:33.789","FlowRate","2.500000","","BPM"
"2019-03-26 16:44:33.789","TotalBarrels","9","","bbl"
"2019-03-26 16:44:35.488","EngineRPM","250","","RPM"
"2019-03-26 16:44:35.488","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:44:35.488","HighPressure","625.000000","","psi"
"2019-03-26 16:44:35.488","LowPressure","31.000000","","psi"
"2019-03-26 16:44:35.789","FlowRate","2.500000","","BPM"
"2019-03-26 16:44:35.789","TotalBarrels","9","","bbl"
"2019-03-26 16:44:37.588","EngineRPM","250","","RPM"
"2019-03-26 16:44:37.588","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:44:37.588","HighPressure","625.000000","","psi"
"2019-03-26 16:44:37.588","LowPressure","31.000000","","psi"
"2019-03-26 16:44:37.789","FlowRate","2.500000","","BPM"
"2019-03-26 16:44:37.789","TotalBarrels","9","","bbl"
"2019-03-26 16:44:39.588","EngineRPM","250","","RPM"
"2019-03-26 16:44:39.588","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:44:39.588","HighPressure","625.000000","","psi"
"2019-03-26 16:44:39.588","LowPressure","31.000000","","psi"
"2019-03-26 16:44:39.889","FlowRate","2.500000","","BPM"
"2019-03-26 16:44:39.889","TotalBarrels","9","","bbl"
"2019-03-26 16:44:41.688","EngineRPM","250","","RPM"
"2019-03-26 16:44:41.688","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:44:41.688","HighPressure","625.000000","","psi"
"2019-03-26 16:44:41.688","LowPressure","31.000000","","psi"
"2019-03-26 16:44:41.989","FlowRate","2.500000","","BPM"
"2019-03-26 16:44:41.989","TotalBarrels","9","","bbl"
"2019-03-26 16:44:43.788","EngineRPM","250","","RPM"
"2019-03-26 16:44:43.788","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:44:43.788","HighPressure","625.000000","","psi"
"2019-03-26 16:44:43.788","LowPressure","31.000000","","psi"
"2019-03-26 16:44:44.089","FlowRate","2.500000","","BPM"
"2019-03-26 16:44:44.089","TotalBarrels","9","","bbl"
"2019-03-26 16:44:45.888","EngineRPM","250","","RPM"
"2019-03-26 16:44:45.888","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:44:45.888","HighPressure","625.000000","","psi"
"2019-03-26 16:44:45.888","LowPressure","31.000000","","psi"
"2019-03-26 16:44:46.189","FlowRate","2.500000","","BPM"
"2019-03-26 16:44:46.189","TotalBarrels","9","","bbl"
"2019-03-26 16:44:47.888","EngineRPM","250","","RPM"
"2019-03-26 16:44:47.888","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:44:47.888","HighPressure","625.000000","","psi"
"2019-03-26 16:44:47.888","LowPressure","31.000000","","psi"
"2019-03-26 16:44:48.189","FlowRate","2.500000","","BPM"
"2019-03-26 16:44:48.189","TotalBarrels","9","","bbl"
"2019-03-26 16:44:49.988","EngineRPM","250","","RPM"
"2019-03-26 16:44:49.988","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:44:49.988","HighPressure","625.000000","","psi"
"2019-03-26 16:44:49.988","LowPressure","31.000000","","psi"
"2019-03-26 16:44:50.289","FlowRate","2.500000","","BPM"
"2019-03-26 16:44:50.289","TotalBarrels","9","","bbl"
"2019-03-26 16:44:52.088","EngineRPM","250","","RPM"
"2019-03-26 16:44:52.088","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:44:52.088","HighPressure","625.000000","","psi"
"2019-03-26 16:44:52.088","LowPressure","31.000000","","psi"
"2019-03-26 16:44:52.388","FlowRate","2.500000","","BPM"
"2019-03-26 16:44:52.388","TotalBarrels","9","","bbl"
"2019-03-26 16:44:54.088","EngineRPM","250","","RPM"
"2019-03-26 16:44:54.088","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:44:54.088","HighPressure","625.000000","","psi"
"2019-03-26 16:44:54.088","LowPressure","31.000000","","psi"
"2019-03-26 16:44:54.489","FlowRate","2.500000","","BPM"
"2019-03-26 16:44:54.489","TotalBarrels","9","","bbl"
"2019-03-26 16:44:56.188","EngineRPM","250","","RPM"
"2019-03-26 16:44:56.188","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:44:56.188","HighPressure","625.000000","","psi"
"2019-03-26 16:44:56.188","LowPressure","31.000000","","psi"
"2019-03-26 16:44:56.588","FlowRate","2.500000","","BPM"
"2019-03-26 16:44:56.588","TotalBarrels","10","","bbl"
"2019-03-26 16:44:58.188","EngineRPM","250","","RPM"
"2019-03-26 16:44:58.188","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:44:58.188","HighPressure","625.000000","","psi"
"2019-03-26 16:44:58.188","LowPressure","31.000000","","psi"
"2019-03-26 16:44:58.688","FlowRate","2.500000","","BPM"
"2019-03-26 16:44:58.688","TotalBarrels","10","","bbl"
"2019-03-26 16:45:00.288","EngineRPM","250","","RPM"
"2019-03-26 16:45:00.288","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:00.288","HighPressure","625.000000","","psi"
"2019-03-26 16:45:00.288","LowPressure","31.000000","","psi"
"2019-03-26 16:45:00.788","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:00.788","TotalBarrels","10","","bbl"
"2019-03-26 16:45:02.288","EngineRPM","250","","RPM"
"2019-03-26 16:45:02.288","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:02.288","HighPressure","625.000000","","psi"
"2019-03-26 16:45:02.288","LowPressure","31.000000","","psi"
"2019-03-26 16:45:02.788","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:02.788","TotalBarrels","10","","bbl"
"2019-03-26 16:45:04.388","EngineRPM","250","","RPM"
"2019-03-26 16:45:04.388","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:04.388","HighPressure","625.000000","","psi"
"2019-03-26 16:45:04.388","LowPressure","31.000000","","psi"
"2019-03-26 16:45:04.888","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:04.888","TotalBarrels","10","","bbl"
"2019-03-26 16:45:06.488","EngineRPM","250","","RPM"
"2019-03-26 16:45:06.488","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:06.488","HighPressure","625.000000","","psi"
"2019-03-26 16:45:06.488","LowPressure","31.000000","","psi"
"2019-03-26 16:45:06.988","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:06.988","TotalBarrels","10","","bbl"
"2019-03-26 16:45:08.488","EngineRPM","250","","RPM"
"2019-03-26 16:45:08.488","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:08.488","HighPressure","625.000000","","psi"
"2019-03-26 16:45:08.488","LowPressure","31.000000","","psi"
"2019-03-26 16:45:08.988","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:08.988","TotalBarrels","10","","bbl"
"2019-03-26 16:45:10.588","EngineRPM","250","","RPM"
"2019-03-26 16:45:10.588","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:10.588","HighPressure","625.000000","","psi"
"2019-03-26 16:45:10.588","LowPressure","31.000000","","psi"
"2019-03-26 16:45:10.989","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:10.989","TotalBarrels","10","","bbl"
"2019-03-26 16:45:12.688","EngineRPM","250","","RPM"
"2019-03-26 16:45:12.688","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:12.688","HighPressure","625.000000","","psi"
"2019-03-26 16:45:12.688","LowPressure","31.000000","","psi"
"2019-03-26 16:45:13.088","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:13.088","TotalBarrels","10","","bbl"
"2019-03-26 16:45:14.788","EngineRPM","250","","RPM"
"2019-03-26 16:45:14.788","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:14.788","HighPressure","625.000000","","psi"
"2019-03-26 16:45:14.788","LowPressure","31.000000","","psi"
"2019-03-26 16:45:15.188","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:15.188","TotalBarrels","10","","bbl"
"2019-03-26 16:45:16.788","EngineRPM","250","","RPM"
"2019-03-26 16:45:16.788","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:16.788","HighPressure","625.000000","","psi"
"2019-03-26 16:45:16.788","LowPressure","31.000000","","psi"
"2019-03-26 16:45:17.288","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:17.288","TotalBarrels","10","","bbl"
"2019-03-26 16:45:18.788","EngineRPM","250","","RPM"
"2019-03-26 16:45:18.788","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:18.788","HighPressure","625.000000","","psi"
"2019-03-26 16:45:18.788","LowPressure","31.000000","","psi"
"2019-03-26 16:45:19.388","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:19.388","TotalBarrels","11","","bbl"
"2019-03-26 16:45:20.888","EngineRPM","250","","RPM"
"2019-03-26 16:45:20.888","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:20.888","HighPressure","625.000000","","psi"
"2019-03-26 16:45:20.888","LowPressure","31.000000","","psi"
"2019-03-26 16:45:21.388","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:21.388","TotalBarrels","11","","bbl"
"2019-03-26 16:45:22.988","EngineRPM","250","","RPM"
"2019-03-26 16:45:22.988","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:22.988","HighPressure","625.000000","","psi"
"2019-03-26 16:45:22.988","LowPressure","31.000000","","psi"
"2019-03-26 16:45:23.488","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:23.488","TotalBarrels","11","","bbl"
"2019-03-26 16:45:25.088","EngineRPM","250","","RPM"
"2019-03-26 16:45:25.088","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:25.088","HighPressure","625.000000","","psi"
"2019-03-26 16:45:25.088","LowPressure","31.000000","","psi"
"2019-03-26 16:45:25.588","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:25.588","TotalBarrels","11","","bbl"
"2019-03-26 16:45:27.088","EngineRPM","250","","RPM"
"2019-03-26 16:45:27.088","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:27.088","HighPressure","625.000000","","psi"
"2019-03-26 16:45:27.088","LowPressure","31.000000","","psi"
"2019-03-26 16:45:27.688","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:27.688","TotalBarrels","11","","bbl"
"2019-03-26 16:45:29.188","EngineRPM","250","","RPM"
"2019-03-26 16:45:29.188","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:29.188","HighPressure","625.000000","","psi"
"2019-03-26 16:45:29.188","LowPressure","31.000000","","psi"
"2019-03-26 16:45:29.788","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:29.788","TotalBarrels","11","","bbl"
"2019-03-26 16:45:31.288","EngineRPM","250","","RPM"
"2019-03-26 16:45:31.288","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:31.288","HighPressure","625.000000","","psi"
"2019-03-26 16:45:31.288","LowPressure","31.000000","","psi"
"2019-03-26 16:45:31.888","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:31.888","TotalBarrels","11","","bbl"
"2019-03-26 16:45:33.288","EngineRPM","250","","RPM"
"2019-03-26 16:45:33.288","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:33.288","HighPressure","625.000000","","psi"
"2019-03-26 16:45:33.288","LowPressure","31.000000","","psi"
"2019-03-26 16:45:33.988","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:33.988","TotalBarrels","11","","bbl"
"2019-03-26 16:45:35.388","EngineRPM","250","","RPM"
"2019-03-26 16:45:35.388","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:35.388","HighPressure","625.000000","","psi"
"2019-03-26 16:45:35.388","LowPressure","31.000000","","psi"
"2019-03-26 16:45:36.088","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:36.088","TotalBarrels","11","","bbl"
"2019-03-26 16:45:37.487","EngineRPM","250","","RPM"
"2019-03-26 16:45:37.487","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:37.487","HighPressure","625.000000","","psi"
"2019-03-26 16:45:37.487","LowPressure","31.000000","","psi"
"2019-03-26 16:45:38.088","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:38.088","TotalBarrels","11","","bbl"
"2019-03-26 16:45:39.587","EngineRPM","250","","RPM"
"2019-03-26 16:45:39.587","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:39.587","HighPressure","625.000000","","psi"
"2019-03-26 16:45:39.587","LowPressure","31.000000","","psi"
"2019-03-26 16:45:40.193","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:40.193","TotalBarrels","11","","bbl"
"2019-03-26 16:45:41.587","EngineRPM","250","","RPM"
"2019-03-26 16:45:41.587","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:41.587","HighPressure","625.000000","","psi"
"2019-03-26 16:45:41.587","LowPressure","31.000000","","psi"
"2019-03-26 16:45:42.288","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:42.288","TotalBarrels","12","","bbl"
"2019-03-26 16:45:43.588","EngineRPM","250","","RPM"
"2019-03-26 16:45:43.588","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:43.588","HighPressure","625.000000","","psi"
"2019-03-26 16:45:43.588","LowPressure","31.000000","","psi"
"2019-03-26 16:45:44.289","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:44.289","TotalBarrels","12","","bbl"
"2019-03-26 16:45:45.687","EngineRPM","250","","RPM"
"2019-03-26 16:45:45.687","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:45.687","HighPressure","625.000000","","psi"
"2019-03-26 16:45:45.687","LowPressure","31.000000","","psi"
"2019-03-26 16:45:46.388","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:46.388","TotalBarrels","12","","bbl"
"2019-03-26 16:45:47.787","EngineRPM","250","","RPM"
"2019-03-26 16:45:47.787","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:47.787","HighPressure","625.000000","","psi"
"2019-03-26 16:45:47.787","LowPressure","31.000000","","psi"
"2019-03-26 16:45:48.488","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:48.488","TotalBarrels","12","","bbl"
"2019-03-26 16:45:49.787","EngineRPM","250","","RPM"
"2019-03-26 16:45:49.787","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:49.787","HighPressure","625.000000","","psi"
"2019-03-26 16:45:49.787","LowPressure","31.000000","","psi"
"2019-03-26 16:45:50.588","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:50.588","TotalBarrels","12","","bbl"
"2019-03-26 16:45:51.887","EngineRPM","250","","RPM"
"2019-03-26 16:45:51.887","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:51.887","HighPressure","625.000000","","psi"
"2019-03-26 16:45:51.887","LowPressure","31.000000","","psi"
"2019-03-26 16:45:52.688","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:52.688","TotalBarrels","12","","bbl"
"2019-03-26 16:45:53.987","EngineRPM","250","","RPM"
"2019-03-26 16:45:53.987","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:53.987","HighPressure","625.000000","","psi"
"2019-03-26 16:45:53.987","LowPressure","31.000000","","psi"
"2019-03-26 16:45:54.788","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:54.788","TotalBarrels","12","","bbl"
"2019-03-26 16:45:56.087","EngineRPM","250","","RPM"
"2019-03-26 16:45:56.087","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:56.087","HighPressure","625.000000","","psi"
"2019-03-26 16:45:56.087","LowPressure","31.000000","","psi"
"2019-03-26 16:45:56.888","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:56.888","TotalBarrels","12","","bbl"
"2019-03-26 16:45:58.187","EngineRPM","250","","RPM"
"2019-03-26 16:45:58.187","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:45:58.187","HighPressure","625.000000","","psi"
"2019-03-26 16:45:58.187","LowPressure","31.000000","","psi"
"2019-03-26 16:45:58.988","FlowRate","2.500000","","BPM"
"2019-03-26 16:45:58.988","TotalBarrels","12","","bbl"
"2019-03-26 16:46:00.187","EngineRPM","250","","RPM"
"2019-03-26 16:46:00.187","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:46:00.187","HighPressure","625.000000","","psi"
"2019-03-26 16:46:00.187","LowPressure","31.000000","","psi"
"2019-03-26 16:46:00.988","FlowRate","2.500000","","BPM"
"2019-03-26 16:46:00.988","TotalBarrels","12","","bbl"
"2019-03-26 16:46:02.287","EngineRPM","250","","RPM"
"2019-03-26 16:46:02.287","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:46:02.287","HighPressure","625.000000","","psi"
"2019-03-26 16:46:02.287","LowPressure","31.000000","","psi"
"2019-03-26 16:46:03.088","FlowRate","2.500000","","BPM"
"2019-03-26 16:46:03.088","TotalBarrels","12","","bbl"
"2019-03-26 16:46:04.387","EngineRPM","250","","RPM"
"2019-03-26 16:46:04.387","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:46:04.387","HighPressure","625.000000","","psi"
"2019-03-26 16:46:04.387","LowPressure","31.000000","","psi"
"2019-03-26 16:46:05.188","FlowRate","2.500000","","BPM"
"2019-03-26 16:46:05.188","TotalBarrels","13","","bbl"
"2019-03-26 16:46:06.487","EngineRPM","250","","RPM"
"2019-03-26 16:46:06.487","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:46:06.487","HighPressure","625.000000","","psi"
"2019-03-26 16:46:06.487","LowPressure","31.000000","","psi"
"2019-03-26 16:46:07.288","FlowRate","2.500000","","BPM"
"2019-03-26 16:46:07.288","TotalBarrels","13","","bbl"
"2019-03-26 16:46:08.587","EngineRPM","250","","RPM"
"2019-03-26 16:46:08.587","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:46:08.587","HighPressure","625.000000","","psi"
"2019-03-26 16:46:08.587","LowPressure","31.000000","","psi"
"2019-03-26 16:46:09.388","FlowRate","2.500000","","BPM"
"2019-03-26 16:46:09.388","TotalBarrels","13","","bbl"
"2019-03-26 16:46:10.687","EngineRPM","250","","RPM"
"2019-03-26 16:46:10.687","OutletTemperature","50.000000","","fahrenheit"
"2019-03-26 16:46:10.687","HighPressure","625.000000","","psi"
